,CL105_NS_Run18_0815,CL146_NS_Run18_0815,CL152_NS_Run18_0815,CL154_NS_Run18_0815,CL156_NS_Run18_0815,CL162_NS_Run18_0815,CL164_NS_Run18_0815,CL167,CL172_NS_Run18_0815,CL176,CL183,CL187_NS_Run18_0815,CL191,CL196_NS_Run18_0815,CL203_NS_Run18_0815,CL213,CL214_NS_Run18_0815,CL219_NS_Run18_0815,CL228,CL236,CL240_NS_Run18_0815,CL244,CL253,CL41_NS_Run18_0815,CL50_NS_Run18_0815,CL53_NS_Run18_0815,CL56_NS_Run18_0815,CL85_NS_Run18_0815,Female-Ctrl_NS_Run18_0815,Male-Ctrl_NS_Run18_0815
hsa-mir-28_2,36,118,118,80,82,320,188,0,134,0,0,58,0,62,338,94,124,0,20,0,208,54,0,118,166,134,102,126,122,46
novelMiR_124,0,21,127,38,38,98,30,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,0,0,0,57,21,0,0,0
novelMiR_125,214,472,239,65,135,92,310,0,63,0,0,134,0,140,194,426,5,189,83,0,43,30,0,28,119,46,0,100,191,99
novelMiR_126,128,69,84,0,91,86,0,0,302,0,0,0,0,0,0,344,0,0,0,0,92,0,0,67,77,0,74,0,247,186
novelMiR_127,0,27,44,42,27,13,70,0,48,0,0,0,0,47,73,0,98,0,0,0,63,7,0,47,42,86,89,27,52,0
novelMiR_131,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,27,0
novelMiR_132,0,9,9,0,8,0,7,0,0,0,0,0,0,9,0,0,14,0,0,0,16,0,0,0,13,0,0,0,0,0
novelMiR_133,0,12,37,0,14,0,10,0,0,0,0,0,0,16,7,0,0,7,0,0,0,0,0,13,0,0,15,0,0,0
novelMiR_68_2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_135,32,0,17,0,11,0,9,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_137,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_68_1,0,0,7,0,10,0,0,0,5,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0
novelMiR_135_2,144,220,234,68,148,84,164,0,42,0,0,68,0,66,166,160,28,70,38,0,76,16,0,30,92,116,24,36,66,54
novelMiR_151,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_154,40,96,180,126,94,76,68,0,158,0,0,34,20,50,122,64,116,28,22,0,112,64,0,106,92,116,136,60,252,110
novelMiR_165,30,144,254,422,170,0,72,0,466,0,0,0,0,50,224,104,228,0,38,0,214,40,0,100,144,178,426,0,380,388
hsa-mir-935_1,0,0,16,0,0,0,0,0,0,0,0,7,0,0,13,0,0,0,0,0,10,0,0,8,0,5,0,0,0,0
novelMiR_169,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_174,0,0,24,0,0,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1908_1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_179,0,72,132,24,105,33,27,0,84,0,0,27,0,39,126,0,78,0,0,0,102,0,0,60,33,78,51,132,21,0
novelMiR_45_5,126,489,1233,162,1119,453,342,45,783,57,0,108,0,159,1125,123,573,66,48,0,1848,150,0,243,426,624,582,828,606,69
novelMiR_182,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_186,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_187,0,0,13,0,9,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
novelMiR_189,23,0,100,96,70,111,22,0,102,0,0,15,0,44,103,52,117,0,17,0,104,0,0,118,69,86,116,47,169,106
novelMiR_190,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_197,0,0,40,0,30,0,0,0,22,0,0,0,0,0,70,0,0,0,0,0,48,0,0,28,18,24,16,0,20,0
hsa-mir-138-2_1,0,129,210,0,801,612,108,0,294,0,0,48,0,60,306,177,414,0,0,0,354,69,0,207,192,0,0,144,420,0
novelMiR_199,37,46,334,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,14,0,0,0,286,21,0,0,0
novelMiR_200,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_201,0,0,9,31,0,0,13,0,47,0,0,0,0,13,0,0,27,0,0,0,0,0,0,13,0,11,20,0,0,0
novelMiR_204,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1343_3,276,482,446,180,206,182,404,0,70,0,0,174,0,252,286,568,0,124,126,0,90,30,0,30,180,76,0,126,248,156
novelMiR_208,68,0,34,0,60,26,0,0,72,0,0,0,0,0,0,20,46,0,0,0,32,0,0,14,44,30,44,0,60,0
hsa-mir-7-2_1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_211,61,0,48,31,0,0,13,0,54,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1260b_5,0,0,26,0,14,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-636_1,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
novelMiR_216,1138,0,4602,0,532,0,0,0,0,140,0,370,0,490,1702,152,188,38,0,0,688,294,0,0,0,1680,1024,0,0,0
novelMiR_219,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_224,0,0,34,0,16,22,12,0,0,0,0,16,0,14,82,0,0,0,10,0,58,0,0,0,0,24,20,0,0,0
novelMiR_225,82,30,40,22,88,48,42,0,98,0,0,0,0,26,40,56,30,0,0,0,36,0,0,40,22,40,52,0,76,32
novelMiR_230,0,0,116,0,214,0,18,0,0,0,0,34,0,0,0,14,46,0,0,0,172,0,0,0,110,114,46,42,0,0
novelMiR_231,0,0,47,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_234,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_235,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-1343_4,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
novelMiR_237,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_244,38,66,78,0,208,0,68,0,0,0,0,0,0,64,0,0,0,24,0,0,88,0,0,114,0,82,96,30,0,0
novelMiR_251,0,0,14,12,20,0,0,0,14,0,0,0,0,0,30,0,10,0,0,0,0,0,0,16,10,0,10,0,0,0
novelMiR_252,0,308,238,0,54,0,70,0,0,0,0,0,0,0,132,0,0,0,0,0,34,0,0,0,0,144,36,0,0,0
novelMiR_255,0,0,464,0,372,226,0,0,0,0,0,0,0,0,1546,0,0,82,0,0,0,0,0,0,404,572,0,0,0,0
novelMiR_256,0,14,12,12,22,0,0,0,24,0,0,0,0,0,54,0,16,0,0,0,20,0,0,64,30,18,18,32,0,0
hsa-mir-615_1,0,0,12,0,32,0,0,0,0,0,0,0,0,22,10,0,0,0,0,0,22,0,0,26,0,34,0,0,0,0
novelMiR_165_4,0,0,12,6,12,14,0,0,12,0,0,0,0,0,0,0,14,0,0,0,11,0,0,7,12,11,14,0,12,0
novelMiR_264,0,43,138,63,71,0,0,0,72,0,0,41,0,42,0,114,0,13,48,0,87,0,0,61,248,34,88,142,124,69
novelMiR_266,5,9,10,7,5,8,0,0,13,0,0,0,0,7,34,5,9,0,0,0,8,0,0,8,28,12,20,0,6,5
novelMiR_267,0,6,21,11,0,0,0,0,0,0,0,0,0,7,0,0,48,0,0,0,0,0,0,0,0,0,0,0,12,0
novelMiR_270,2048,2290,18836,3436,4866,6760,4586,60,1120,0,0,0,276,0,0,454,1308,178,1074,0,0,1054,34,0,5492,0,0,1332,376,306
novelMiR_271,826,850,1018,304,2790,1128,872,32,2028,12,12,126,0,414,820,638,1066,84,114,0,886,258,0,838,600,1110,1430,506,1908,922
hsa-mir-204_1,14,28,43,0,0,21,0,0,0,0,0,0,0,0,58,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0
novelMiR_279,4205,9190,17790,3635,15395,5170,6490,0,12360,610,535,0,325,3615,22995,3005,9785,0,1270,0,24000,1830,145,8585,10255,15080,13795,10560,11775,2480
novelMiR_281,0,24,24,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,27,0,24,18,0,36,0
novelMiR_282,530,2105,4540,715,3585,1680,1295,155,2615,95,145,520,105,505,3485,780,2160,390,175,0,6000,535,0,1275,0,2490,1415,1955,3430,0
novelMiR_284,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_285,13684,3168,9756,3712,3456,0,3180,624,7540,0,96,1872,80,3552,20512,6200,0,0,660,0,0,0,0,11972,9300,4764,14544,7348,1671,5408
novelMiR_286,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_287,0,0,27,0,45,18,21,0,0,0,0,0,0,15,15,0,63,0,0,0,21,0,0,30,15,21,36,0,0,0
novelMiR_108_2,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4443_1,20,42,84,28,80,10,26,0,30,0,0,10,0,20,26,26,66,0,0,0,38,14,0,84,32,70,98,14,44,12
hsa-mir-654_1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_120_1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,22,0
novelMiR_300,112,272,320,100,528,284,200,0,184,0,0,0,0,200,592,0,412,36,40,0,300,0,0,312,128,384,132,36,100,0
novelMiR_306,0,597,1314,225,0,558,234,0,150,24,0,0,0,0,690,258,177,0,45,0,384,150,0,219,231,528,810,396,165,129
novelMiR_307,0,0,138,0,51,0,30,0,42,0,0,42,0,39,0,0,66,0,0,0,75,0,0,0,186,0,0,0,21,0
novelMiR_308,0,3080,7206,0,0,2660,1370,16,174,38,0,402,0,0,1312,0,0,0,0,0,764,236,0,556,0,2630,470,0,192,0
novelMiR_312,0,15,19,0,21,68,18,0,17,0,0,0,0,11,20,0,28,0,0,0,22,0,0,25,0,29,22,7,0,0
novelMiR_313,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,21,0,11,35,0,0,0
novelMiR_315,0,0,8,0,7,9,0,0,0,0,0,0,0,0,10,0,6,0,0,0,7,0,0,5,0,6,5,6,0,0
hsa-mir-548f-2_1,0,50,58,38,14,90,10,0,56,0,0,10,0,20,76,56,86,0,0,0,120,14,0,234,78,124,34,0,96,34
novelMiR_320,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,12,0,0,24,0
hsa-mir-3917_1,17,0,97,0,34,55,36,0,0,9,0,0,0,15,0,0,0,9,0,0,0,0,0,0,41,60,0,24,0,0
novelMiR_326,0,368,56,1308,0,32,52,0,440,48,0,0,0,84,196,164,288,0,196,0,0,32,0,168,0,144,1028,0,1464,200
hsa-mir-2467_1,295,380,725,435,850,295,325,45,900,30,0,100,0,355,640,165,745,110,55,0,910,75,0,1150,810,745,1240,800,450,315
novelMiR_334,28,120,192,68,188,112,56,0,76,0,0,24,0,40,104,0,240,0,0,0,124,0,0,244,68,228,132,60,72,0
novelMiR_338,0,45,18,118,0,0,0,0,0,0,0,0,0,0,30,24,0,0,0,0,0,0,0,25,0,0,93,0,174,213
novelMiR_339,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,13,0,0,0
novelMiR_344,1252,308,796,180,252,520,380,0,88,28,28,68,0,280,220,104,176,28,88,0,468,0,0,284,524,604,272,0,0,0
hsa-mir-138-2_2,0,252,594,0,1464,480,330,0,1248,0,0,120,0,216,558,426,624,0,0,0,612,156,0,360,0,570,948,0,1038,414
novelMiR_20_1,0,0,0,7,0,9,0,0,6,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
novelMiR_22_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
hsa-mir-1229_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1957,0,0,0,0,0,0,0,0,0,0,1155,934,3925,0
novelMiR_29_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0
novelMiR_31_1,0,21,0,0,0,79,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,26,0,0,71,33,26,31
novelMiR_32_1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_154_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
hsa-mir-199a-2_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-mir-4767*_1,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_76_1,0,39,0,0,66,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,51,0,0,61,0,0,0,0,85,0
novelMiR_79_1,0,20,0,8,92,12,17,0,55,0,0,0,0,0,38,8,0,6,0,0,121,0,0,0,38,0,36,44,127,12
novelMiR_81_1,0,0,0,8,6,0,0,0,8,0,0,0,0,0,7,0,9,0,0,0,0,0,0,7,5,0,10,0,14,0
novelMiR_83_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5
novelMiR_306_3,0,0,0,310,0,0,0,0,284,32,0,0,36,0,797,249,178,0,0,0,459,158,0,341,0,0,626,363,197,105
novelMiR_89_1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
novelMiR_91_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
novelMiR_91_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
novelMiR_99_1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_101_1,0,11,0,0,14,0,0,0,10,0,0,0,0,8,0,0,21,7,0,0,7,0,0,13,0,0,20,10,43,34
novelMiR_102_1,0,18,0,0,26,11,8,0,13,0,0,11,0,13,0,0,35,0,0,0,21,0,0,0,25,19,21,0,6,0
novelMiR_111_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0
novelMiR_112_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
novelMiR_112_1_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,101,0,0
novelMiR_118_1,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,63,55
novelMiR_124_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
novelMiR_125_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0
novelMiR_129_1,314,0,0,0,0,0,0,0,0,0,0,0,0,31,0,148,0,0,49,0,0,18,0,0,0,34,0,133,72,58
novelMiR_34_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0
novelMiR_133_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
novelMiR_134_1,0,12,0,0,18,0,22,0,0,0,0,0,0,14,0,0,44,0,0,0,42,0,0,0,0,0,16,14,24,0
novelMiR_135_1,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
novelMiR_136_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0
novelMiR_89_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0
novelMiR_149_1,0,0,0,0,0,0,0,0,0,12,0,50,0,0,0,0,0,0,0,0,197,0,0,171,0,189,0,96,0,0
novelMiR_156_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
hsa-mir-3174_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_173_1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0
novelMiR_190_1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_192_1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_193_1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_194_1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
novelMiR_20_1_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,6,0,0,0
novelMiR_197_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,684,0,0
novelMiR_198_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0
novelMiR_213_1,0,0,0,0,199,0,232,0,0,0,0,140,0,0,0,20,0,0,32,0,0,0,0,0,0,0,0,0,25,17
hsa-mir-3136_3,0,0,0,0,6,0,6,0,8,0,0,0,0,0,0,5,10,0,0,0,0,0,0,7,0,10,7,0,23,34
hsa-mir-4767_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_223_1,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,17,0,0,0,10,0,0,0,0,0,0,0,0,0
novelMiR_227_1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23
novelMiR_229_1,0,21,0,0,8,0,8,0,0,0,0,0,0,9,0,0,11,0,0,0,10,0,0,0,0,17,27,0,0,0
novelMiR_234_1,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0
novelMiR_244_1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_246_1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,13,0
novelMiR_247_1,0,0,0,18,10,13,0,0,0,0,0,0,0,0,0,11,20,0,0,0,9,0,0,11,25,13,0,0,18,17
hsa-mir-1260b_6,2994,2832,3540,1071,11367,4179,3324,138,9756,135,69,453,102,1275,2157,3186,3534,339,423,0,2937,921,0,3096,1848,3975,5583,2043,8130,4212
novelMiR_355_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,36,0,0,0,12,0,0,14,36,22,16,0,0,0
novelMiR_258_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10
novelMiR_263_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
hsa-mir-548k_17,0,0,0,14,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,34,36
novelMiR_273_1,0,0,0,0,20,0,0,0,0,0,0,0,0,16,0,0,32,0,12,0,38,0,0,0,0,20,0,0,16,0
novelMiR_276_1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_286_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,0
novelMiR_296_1,0,0,0,0,52,42,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,14,0,0,40,0
novelMiR_297_1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_298_1,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_302_1,0,0,0,0,30,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,12,0,0,0,0,16,0,0,82,48
novelMiR_306_1,0,0,0,0,20,14,0,0,0,0,0,0,0,18,0,0,20,0,0,0,0,0,0,0,0,14,16,0,20,14
novelMiR_312_1,0,10,0,0,12,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,0,0,26,0,0,32,0,0,0
novelMiR_313_1,0,204,0,216,0,0,0,0,0,0,0,0,0,0,267,147,297,0,0,0,195,45,0,0,0,0,249,0,375,147
hsa-mir-150_1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_323_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
novelMiR_13_1,0,24,0,13,0,39,13,0,0,0,0,0,0,0,19,12,26,0,0,0,0,0,0,0,0,27,0,0,30,15
novelMiR_23_1,0,0,0,0,0,0,165,0,779,0,0,0,0,0,0,248,470,0,0,0,0,0,0,0,0,0,0,1286,0,0
novelMiR_37_1,0,0,0,0,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
novelMiR_38_1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,94,0,0
novelMiR_156_1_1,0,0,0,0,6,13,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_49_1,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_50_1,0,5,0,0,12,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,5,5,0,0,0,0,0,0,29,19
novelMiR_22_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0
novelMiR_97_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
novelMiR_143_1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,54,0,0,0,0,0,0,39,19,0
novelMiR_170_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
novelMiR_172_1,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
novelMiR_180_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
novelMiR_183_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0
novelMiR_186_1,0,0,0,0,21,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-let-7b_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
novelMiR_255_1,0,0,0,0,0,52,0,0,20,0,0,0,0,0,0,14,0,0,0,0,42,0,0,24,54,22,32,564,38,12
novelMiR_310_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
novelMiR_334_1,0,0,0,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0
novelMiR_335_1,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_342_1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0
novelMiR_343_1,0,0,0,0,48,0,0,0,24,0,0,0,0,36,111,0,27,0,0,0,63,21,0,0,0,0,0,0,0,0
novelMiR_353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_151_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_357,0,0,0,0,0,10,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,0,0,16,0,0,0,0,0,0
novelMiR_355_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
novelMiR_357_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
novelMiR_358_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,0,0,0,0,0,0,0,12,0
novelMiR_364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,44,0
novelMiR_366,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,33,138,0,0,0,8,0,0,0,0,0,0,10,167,239
novelMiR_368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
novelMiR_369,0,0,0,0,0,20,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14
novelMiR_373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,36,21
